Identifier,Gender,Income,CreditScore,LoanAmount,EmploymentStatus,MaritalStatus,OccupancyStatus,NumDependents,SocialMediaUsageHours,ShoppingFrequencyPerMonth,HealthInsuranceStatus,Age,Age group,Income_bin,LoanAmount_bin,SocialMediaUsageHours_bin,ShoppingFrequencyPerMonth_bin
ID_0154,Female,20338.0,752.0,13851.0,Employed,Divorced,Renter,1.0,3.0,18.0,No,58.0,Pre-Retirement,"(20000, 30000]","(10000, 20000]","(0, 5]","(15, 20]"
ID_0155,Female,91431.0,491.0,45747.0,Student,Widowed,Renter,4.0,14.0,11.0,No,56.0,Pre-Retirement,"(90000, 100000]","(40000, 50000]","(10, 15]","(10, 15]"
ID_0156,Male,32254.0,785.0,22791.866666666665,Retired,Single,Owner,0.0,21.0,8.0,Yes,20.0,Young Adults,"(30000, 40000]","(20000, 30000]","(20, 25]","(5, 10]"
ID_0157,Male,71860.0,565.0,14745.0,Employed,Divorced,Owner,1.8666666666666667,22.0,26.0,Yes,34.0,Early Career,"(70000, 80000]","(10000, 20000]","(20, 25]","(25, 30]"
ID_0158,Male,31344.0,723.0,5730.0,Retired,Married,Renter,1.0,10.0,13.0,No,38.0,Established Adults,"(30000, 40000]","(0, 10000]","(5, 10]","(10, 15]"
ID_0159,Female,21750.0,427.0,13921.0,Unemployed,Married,Renter,2.0,17.0,1.0,Yes,56.0,Pre-Retirement,"(20000, 30000]","(10000, 20000]","(15, 20]","(0, 5]"
ID_0160,Male,74756.0,537.0,32894.0,Unemployed,Divorced,Owner,0.0,15.0,20.0,No,67.0,Retirees,"(70000, 80000]","(30000, 40000]","(10, 15]","(15, 20]"
ID_0161,Female,87957.0,654.0,5602.0,Unemployed,Single,Renter,2.0,9.0,3.0,No,34.0,Early Career,"(80000, 90000]","(0, 10000]","(5, 10]","(0, 5]"
ID_0162,Female,78053.0,411.0,30544.2,Retired,Widowed,Owner,2.0,11.0,27.0,No,31.0,Early Career,"(70000, 80000]","(30000, 40000]","(10, 15]","(25, 30]"
ID_0163,Male,90855.0,745.0,19023.0,Student,Widowed,Renter,2.0,12.0,18.0,No,18.0,,"(90000, 100000]","(10000, 20000]","(10, 15]","(15, 20]"
ID_0164,Male,35896.0,642.0,45349.0,Student,Single,Owner,2.0,8.0,20.0,Yes,49.0,Established Adults,"(30000, 40000]","(40000, 50000]","(5, 10]","(15, 20]"
ID_0165,Female,75761.0,444.0,15997.0,Employed,Widowed,Renter,4.0,20.0,15.0,No,52.0,Pre-Retirement,"(70000, 80000]","(10000, 20000]","(15, 20]","(10, 15]"
ID_0166,Female,82552.0,364.0,17750.0,Retired,Married,Owner,2.0,12.0,21.0,No,42.266666666666666,Established Adults,"(80000, 90000]","(10000, 20000]","(10, 15]","(20, 25]"
ID_0167,Male,97454.0,546.0,41979.0,Student,Married,Renter,0.0,12.733333333333333,16.0,Yes,24.0,Young Adults,"(90000, 100000]","(40000, 50000]","(10, 15]","(15, 20]"
ID_0169,Male,57641.0,738.0,14997.0,Student,Married,Renter,0.0,10.0,16.0,Yes,39.0,Established Adults,"(50000, 60000]","(10000, 20000]","(5, 10]","(15, 20]"
ID_0170,Female,49711.0,405.0,39439.0,Unemployed,Single,Renter,3.0,18.0,18.0,Yes,18.0,,"(40000, 50000]","(30000, 40000]","(15, 20]","(15, 20]"
ID_0171,Male,90342.0,480.0,23067.0,Retired,Widowed,Renter,4.0,10.0,7.0,Yes,23.0,Young Adults,"(90000, 100000]","(20000, 30000]","(5, 10]","(5, 10]"
ID_0172,Female,32182.0,483.0,45039.0,Employed,Widowed,Owner,4.0,9.0,23.0,Yes,50.0,Established Adults,"(30000, 40000]","(40000, 50000]","(5, 10]","(20, 25]"
ID_0173,Male,76276.0,525.0,20923.0,Unemployed,Divorced,Renter,3.0,22.0,19.0,Yes,44.0,Established Adults,"(70000, 80000]","(20000, 30000]","(20, 25]","(15, 20]"
ID_0174,Male,39541.0,388.0,8876.0,Student,Single,Renter,0.0,14.0,5.0,Yes,43.0,Established Adults,"(30000, 40000]","(0, 10000]","(10, 15]","(0, 5]"
ID_0175,Male,64813.0,829.0,2887.0,Employed,Widowed,Owner,0.0,12.0,11.0,Yes,49.0,Established Adults,"(60000, 70000]","(0, 10000]","(10, 15]","(10, 15]"
ID_0176,Male,57198.0,670.0,42422.0,Employed,Widowed,Owner,3.0,22.0,24.0,No,69.0,Retirees,"(50000, 60000]","(40000, 50000]","(20, 25]","(20, 25]"
ID_0177,Male,28820.0,698.0,36854.0,Unemployed,Divorced,Renter,2.0,7.0,29.0,Yes,61.0,Pre-Retirement,"(20000, 30000]","(30000, 40000]","(5, 10]","(25, 30]"
ID_0178,Male,44070.0,405.0,36948.0,Retired,Married,Owner,2.0,4.0,22.0,Yes,64.0,Pre-Retirement,"(40000, 50000]","(30000, 40000]","(0, 5]","(20, 25]"
ID_0179,Female,89768.0,570.0,2841.0,Unemployed,Widowed,Renter,1.0,1.0,17.0,No,25.0,Young Adults,"(80000, 90000]","(0, 10000]","(0, 5]","(15, 20]"
ID_0180,Male,55715.13333333333,586.6666666666666,28756.0,Unemployed,Married,Renter,0.0,15.0,26.0,Yes,57.0,Pre-Retirement,"(50000, 60000]","(20000, 30000]","(10, 15]","(25, 30]"
ID_0181,Female,93543.0,824.0,6040.0,Employed,Divorced,Renter,0.0,12.0,1.0,Yes,36.0,Established Adults,"(90000, 100000]","(0, 10000]","(10, 15]","(0, 5]"
ID_0182,Male,61786.0,331.0,10304.0,Unemployed,Widowed,Owner,3.0,18.0,18.0,No,23.0,Young Adults,"(60000, 70000]","(10000, 20000]","(15, 20]","(15, 20]"
ID_0183,Male,26737.0,692.0,30341.0,Retired,Married,Renter,3.0,8.0,23.0,Yes,40.0,Established Adults,"(20000, 30000]","(30000, 40000]","(5, 10]","(20, 25]"
ID_0184,Female,56062.0,339.0,4758.0,Retired,Single,Owner,2.0,14.0,9.0,No,49.0,Established Adults,"(50000, 60000]","(0, 10000]","(10, 15]","(5, 10]"
ID_0185,Male,74237.0,517.0,17010.0,Unemployed,Married,Owner,0.0,5.0,24.0,No,26.0,Early Career,"(70000, 80000]","(10000, 20000]","(0, 5]","(20, 25]"
ID_0186,Female,71571.0,381.0,31658.0,Retired,Married,Renter,0.0,7.0,28.0,Yes,22.0,Young Adults,"(70000, 80000]","(30000, 40000]","(5, 10]","(25, 30]"
ID_0187,Female,45510.0,500.0,49002.0,Student,Married,Owner,4.0,23.0,29.0,No,68.0,Retirees,"(40000, 50000]","(40000, 50000]","(20, 25]","(25, 30]"
ID_0188,Male,39426.0,746.0,37782.0,Retired,Married,Renter,1.0,13.0,2.0,No,41.0,Established Adults,"(30000, 40000]","(30000, 40000]","(10, 15]","(0, 5]"
ID_0189,Female,57265.0,727.0,1375.0,Student,Single,Owner,1.0,4.0,24.0,No,68.0,Retirees,"(50000, 60000]","(0, 10000]","(0, 5]","(20, 25]"
ID_0191,Male,86150.0,510.0,22092.0,Unemployed,Married,Renter,0.0,21.0,14.6,Yes,24.0,Young Adults,"(80000, 90000]","(20000, 30000]","(20, 25]","(10, 15]"
ID_0192,Female,94910.0,743.0,490.0,Student,Married,Renter,4.0,6.0,25.0,No,48.0,Established Adults,"(90000, 100000]","(0, 10000]","(5, 10]","(20, 25]"
ID_0193,Male,72375.0,626.0,21164.466666666667,Employed,Widowed,Owner,0.0,8.0,15.0,No,31.0,Early Career,"(70000, 80000]","(20000, 30000]","(5, 10]","(10, 15]"
ID_0194,Male,55435.0,526.0,5974.0,Employed,Widowed,Renter,3.0,15.0,11.0,No,23.0,Young Adults,"(50000, 60000]","(0, 10000]","(10, 15]","(10, 15]"
ID_0195,Male,77132.0,347.0,19680.0,Retired,Single,Renter,2.0,17.0,7.0,No,40.0,Established Adults,"(70000, 80000]","(10000, 20000]","(15, 20]","(5, 10]"
ID_0196,Male,98945.0,573.4,18324.0,Retired,Single,Owner,1.0,12.2,4.0,Yes,40.0,Established Adults,"(90000, 100000]","(10000, 20000]","(10, 15]","(0, 5]"
ID_0197,Female,22983.0,738.0,31334.0,Retired,Single,Owner,0.0,17.0,10.0,No,36.0,Established Adults,"(20000, 30000]","(30000, 40000]","(15, 20]","(5, 10]"
ID_0198,Male,40662.0,486.0,21398.0,Student,Widowed,Owner,1.9333333333333333,11.666666666666666,9.0,Yes,57.0,Pre-Retirement,"(40000, 50000]","(20000, 30000]","(10, 15]","(5, 10]"
ID_0199,Male,43510.0,644.0,34650.0,Employed,Married,Renter,1.0,0.0,2.0,No,57.0,Pre-Retirement,"(40000, 50000]","(30000, 40000]",,"(0, 5]"
ID_0200,Female,98187.0,523.0,21292.0,Unemployed,Widowed,Renter,0.0,20.0,26.0,No,63.0,Pre-Retirement,"(90000, 100000]","(20000, 30000]","(15, 20]","(25, 30]"
ID_0201,Male,60998.0,787.0,35755.0,Student,Divorced,Renter,4.0,17.0,22.0,No,56.0,Pre-Retirement,"(60000, 70000]","(30000, 40000]","(15, 20]","(20, 25]"
ID_0202,Male,76846.0,619.6666666666666,38353.0,Retired,Single,Owner,2.0,18.0,8.0,Yes,43.0,Established Adults,"(70000, 80000]","(30000, 40000]","(15, 20]","(5, 10]"
ID_0203,Female,26640.0,689.0,3159.0,Employed,Married,Renter,0.0,1.0,11.0,Yes,62.0,Pre-Retirement,"(20000, 30000]","(0, 10000]","(0, 5]","(10, 15]"
ID_0204,Female,64547.0,487.0,32626.0,Retired,Single,Owner,1.0,3.0,5.0,Yes,50.0,Established Adults,"(60000, 70000]","(30000, 40000]","(0, 5]","(0, 5]"
ID_0205,Female,74620.0,627.4666666666667,29351.0,Unemployed,Divorced,Owner,1.0,10.0,14.066666666666666,Yes,54.0,Pre-Retirement,"(70000, 80000]","(20000, 30000]","(5, 10]","(10, 15]"
ID_0206,Female,35317.0,609.0,37298.0,Retired,Married,Owner,4.0,2.0,15.0,Yes,23.0,Young Adults,"(30000, 40000]","(30000, 40000]","(0, 5]","(10, 15]"
ID_0207,Female,62102.0,431.0,17065.0,Employed,Married,Owner,2.0,8.0,20.0,No,33.0,Early Career,"(60000, 70000]","(10000, 20000]","(5, 10]","(15, 20]"
ID_0208,Female,47345.0,371.0,21638.0,Student,Married,Owner,2.0,9.0,22.0,No,58.0,Pre-Retirement,"(40000, 50000]","(20000, 30000]","(5, 10]","(20, 25]"
ID_0209,Female,99273.0,486.0,1073.0,Unemployed,Single,Owner,0.0,1.0,23.0,Yes,37.0,Established Adults,"(90000, 100000]","(0, 10000]","(0, 5]","(20, 25]"
ID_0211,Female,94038.0,490.0,18771.0,Unemployed,Widowed,Renter,1.0,14.0,13.0,No,38.0,Established Adults,"(90000, 100000]","(10000, 20000]","(10, 15]","(10, 15]"
ID_0212,Female,72393.0,721.0,35461.0,Unemployed,Single,Owner,4.0,10.066666666666666,27.0,No,45.0,Established Adults,"(70000, 80000]","(30000, 40000]","(10, 15]","(25, 30]"
ID_0213,Female,62300.6,419.0,42330.0,Retired,Divorced,Renter,4.0,9.0,3.0,Yes,59.0,Pre-Retirement,"(60000, 70000]","(40000, 50000]","(5, 10]","(0, 5]"
ID_0214,Male,49430.0,519.0,29320.0,Retired,Divorced,Renter,2.0,23.0,15.533333333333333,No,69.0,Retirees,"(40000, 50000]","(20000, 30000]","(20, 25]","(15, 20]"
ID_0215,Male,62573.46666666667,352.0,4340.0,Student,Married,Renter,1.0,19.0,9.0,Yes,21.0,Young Adults,"(60000, 70000]","(0, 10000]","(15, 20]","(5, 10]"
ID_0216,Female,47788.0,750.0,34924.0,Employed,Single,Renter,0.0,13.0,17.0,Yes,30.0,Early Career,"(40000, 50000]","(30000, 40000]","(10, 15]","(15, 20]"
ID_0217,Female,68543.0,711.0,16184.0,Employed,Married,Renter,3.0,3.0,11.0,Yes,35.0,Early Career,"(60000, 70000]","(10000, 20000]","(0, 5]","(10, 15]"
ID_0218,Female,33919.0,536.0,40734.0,Employed,Widowed,Owner,0.0,10.0,18.0,No,51.0,Pre-Retirement,"(30000, 40000]","(40000, 50000]","(5, 10]","(15, 20]"
ID_0219,Male,89346.0,705.0,2580.0,Unemployed,Single,Renter,4.0,2.0,7.0,Yes,53.0,Pre-Retirement,"(80000, 90000]","(0, 10000]","(0, 5]","(5, 10]"
ID_0220,Male,59974.0,721.0,40025.0,Retired,Married,Renter,0.0,22.0,0.0,No,67.0,Retirees,"(50000, 60000]","(40000, 50000]","(20, 25]",
ID_0221,Female,36371.0,546.0,28967.0,Retired,Divorced,Renter,1.0,16.0,13.0,No,41.93333333333333,Established Adults,"(30000, 40000]","(20000, 30000]","(15, 20]","(10, 15]"
ID_0222,Male,65084.0,371.0,2159.0,Student,Divorced,Owner,2.0,6.0,22.0,No,44.0,Established Adults,"(60000, 70000]","(0, 10000]","(5, 10]","(20, 25]"
ID_0223,Female,49629.0,484.0,48940.0,Employed,Widowed,Renter,3.0,10.0,5.0,No,60.0,Pre-Retirement,"(40000, 50000]","(40000, 50000]","(5, 10]","(0, 5]"
ID_0224,Male,71184.0,305.0,13900.0,Retired,Widowed,Renter,2.0,17.0,13.0,Yes,25.0,Young Adults,"(70000, 80000]","(10000, 20000]","(15, 20]","(10, 15]"
ID_0225,Male,81916.0,505.0,11440.0,Student,Widowed,Renter,3.0,13.0,1.0,Yes,33.0,Early Career,"(80000, 90000]","(10000, 20000]","(10, 15]","(0, 5]"
ID_0226,Female,93972.0,843.0,14678.0,Retired,Divorced,Renter,3.0,13.0,8.0,No,63.0,Pre-Retirement,"(90000, 100000]","(10000, 20000]","(10, 15]","(5, 10]"
ID_0227,Female,82187.0,686.0,47204.0,Unemployed,Widowed,Owner,1.0,5.0,28.0,Yes,24.0,Young Adults,"(80000, 90000]","(40000, 50000]","(0, 5]","(25, 30]"
ID_0228,Female,32984.0,375.0,12021.0,Retired,Divorced,Owner,1.0,8.0,11.0,No,56.0,Pre-Retirement,"(30000, 40000]","(10000, 20000]","(5, 10]","(10, 15]"
ID_0229,Female,53039.0,612.4666666666667,6772.0,Retired,Divorced,Owner,4.0,12.0,4.0,Yes,26.0,Early Career,"(50000, 60000]","(0, 10000]","(10, 15]","(0, 5]"
ID_0230,Female,78606.0,648.0,1627.0,Employed,Married,Owner,4.0,2.0,1.0,Yes,57.0,Pre-Retirement,"(70000, 80000]","(0, 10000]","(0, 5]","(0, 5]"
ID_0231,Male,30616.0,554.0,44432.0,Unemployed,Married,Renter,3.0,16.0,18.0,Yes,50.0,Established Adults,"(30000, 40000]","(40000, 50000]","(15, 20]","(15, 20]"
ID_0233,Female,44574.0,644.0,23464.0,Retired,Widowed,Owner,1.0,3.0,11.666666666666666,Yes,65.0,Pre-Retirement,"(40000, 50000]","(20000, 30000]","(0, 5]","(10, 15]"
ID_0234,Male,23430.0,426.0,30232.0,Employed,Divorced,Renter,4.0,19.0,9.0,Yes,56.0,Pre-Retirement,"(20000, 30000]","(30000, 40000]","(15, 20]","(5, 10]"
ID_0235,Female,32676.0,586.0,42481.0,Student,Widowed,Renter,3.0,15.0,16.0,No,33.0,Early Career,"(30000, 40000]","(40000, 50000]","(10, 15]","(15, 20]"
ID_0236,Male,30816.0,786.0,8488.0,Retired,Divorced,Renter,2.0,23.0,25.0,Yes,29.0,Early Career,"(30000, 40000]","(0, 10000]","(20, 25]","(20, 25]"
ID_0237,Female,52733.0,682.0,34949.0,Unemployed,Married,Owner,0.0,9.0,13.0,Yes,54.0,Pre-Retirement,"(50000, 60000]","(30000, 40000]","(5, 10]","(10, 15]"
ID_0238,Female,22050.0,705.0,44362.0,Student,Married,Owner,4.0,6.0,26.0,Yes,21.0,Young Adults,"(20000, 30000]","(40000, 50000]","(5, 10]","(25, 30]"
ID_0239,Male,53933.0,687.0,21027.533333333333,Employed,Widowed,Renter,1.0,9.0,10.0,No,31.0,Early Career,"(50000, 60000]","(20000, 30000]","(5, 10]","(5, 10]"
ID_0240,Female,44951.0,824.0,18981.0,Unemployed,Divorced,Renter,2.0,6.0,27.0,Yes,49.0,Established Adults,"(40000, 50000]","(10000, 20000]","(5, 10]","(25, 30]"
ID_0241,Female,52413.0,618.4,901.0,Student,Widowed,Owner,1.0,22.0,19.0,Yes,30.0,Early Career,"(50000, 60000]","(0, 10000]","(20, 25]","(15, 20]"
ID_0242,Male,54801.0,799.0,22444.0,Retired,Single,Owner,4.0,17.0,5.0,Yes,43.0,Established Adults,"(50000, 60000]","(20000, 30000]","(15, 20]","(0, 5]"
ID_0243,Female,75619.0,636.0,42058.0,Unemployed,Widowed,Owner,3.0,8.0,7.0,No,40.0,Established Adults,"(70000, 80000]","(40000, 50000]","(5, 10]","(5, 10]"
ID_0244,Female,52913.0,613.6,18061.0,Employed,Married,Owner,0.0,21.0,18.0,Yes,53.0,Pre-Retirement,"(50000, 60000]","(10000, 20000]","(20, 25]","(15, 20]"
ID_0245,Female,60600.0,572.0,2881.0,Unemployed,Divorced,Owner,1.3333333333333333,17.0,29.0,No,65.0,Pre-Retirement,"(60000, 70000]","(0, 10000]","(15, 20]","(25, 30]"
ID_0246,Male,77775.0,357.0,29863.0,Retired,Divorced,Owner,2.0,16.0,18.0,No,37.0,Established Adults,"(70000, 80000]","(20000, 30000]","(15, 20]","(15, 20]"
ID_0247,Male,55400.0,627.0,45826.0,Employed,Widowed,Owner,0.0,10.0,23.0,Yes,67.0,Retirees,"(50000, 60000]","(40000, 50000]","(5, 10]","(20, 25]"
ID_0248,Female,24494.0,408.0,5622.0,Retired,Married,Renter,3.0,0.0,23.0,No,57.0,Pre-Retirement,"(20000, 30000]","(0, 10000]",,"(20, 25]"
ID_0249,Male,94691.0,578.0,1378.0,Student,Single,Owner,1.0,10.466666666666667,23.0,No,58.0,Pre-Retirement,"(90000, 100000]","(0, 10000]","(10, 15]","(20, 25]"
ID_0250,Female,63001.0,627.0,17632.0,Unemployed,Widowed,Owner,3.0,3.0,16.0,No,27.0,Early Career,"(60000, 70000]","(10000, 20000]","(0, 5]","(15, 20]"
ID_0252,Female,65028.0,773.0,5650.0,Retired,Married,Renter,1.7333333333333334,13.0,23.0,Yes,47.0,Established Adults,"(60000, 70000]","(0, 10000]","(10, 15]","(20, 25]"
ID_0253,Female,57573.0,410.0,45201.0,Employed,Divorced,Renter,0.0,8.0,17.0,No,34.0,Early Career,"(50000, 60000]","(40000, 50000]","(5, 10]","(15, 20]"
ID_0254,Female,20806.0,528.0,42224.0,Employed,Divorced,Owner,3.0,12.0,11.0,No,63.0,Pre-Retirement,"(20000, 30000]","(40000, 50000]","(10, 15]","(10, 15]"
ID_0255,Male,76638.0,796.0,7036.0,Retired,Divorced,Owner,1.0,15.0,8.0,No,60.0,Pre-Retirement,"(70000, 80000]","(0, 10000]","(10, 15]","(5, 10]"
ID_0256,Female,49757.0,455.0,39255.0,Student,Divorced,Renter,3.0,0.0,22.0,No,37.0,Established Adults,"(40000, 50000]","(30000, 40000]",,"(20, 25]"
ID_0257,Male,54636.0,772.0,22499.0,Employed,Single,Renter,1.0,2.0,23.0,Yes,43.0,Established Adults,"(50000, 60000]","(20000, 30000]","(0, 5]","(20, 25]"
ID_0258,Male,68280.0,571.0,37016.0,Retired,Married,Renter,1.0,18.0,15.0,No,33.0,Early Career,"(60000, 70000]","(30000, 40000]","(15, 20]","(10, 15]"
ID_0259,Female,63595.46666666667,583.6666666666666,4603.0,Student,Widowed,Owner,1.6666666666666667,7.0,17.0,Yes,40.0,Established Adults,"(60000, 70000]","(0, 10000]","(5, 10]","(15, 20]"
ID_0260,Female,82211.0,810.0,27773.0,Retired,Married,Renter,4.0,17.0,15.0,No,42.0,Established Adults,"(80000, 90000]","(20000, 30000]","(15, 20]","(10, 15]"
ID_0261,Male,74842.0,585.0,19937.0,Employed,Married,Owner,3.0,5.0,15.0,No,53.0,Pre-Retirement,"(70000, 80000]","(10000, 20000]","(0, 5]","(10, 15]"
ID_0262,Male,76979.0,312.0,12632.0,Retired,Married,Owner,1.0,11.666666666666666,3.0,No,30.0,Early Career,"(70000, 80000]","(10000, 20000]","(10, 15]","(0, 5]"
ID_0263,Male,58197.0,797.0,30607.0,Retired,Widowed,Owner,2.0,5.0,22.0,No,49.0,Established Adults,"(50000, 60000]","(30000, 40000]","(0, 5]","(20, 25]"
ID_0264,Female,61844.0,537.0,26337.0,Student,Married,Owner,2.0,4.0,21.0,Yes,39.0,Established Adults,"(60000, 70000]","(20000, 30000]","(0, 5]","(20, 25]"
ID_0265,Male,84754.0,393.0,220.0,Retired,Married,Renter,0.0,11.0,6.0,Yes,40.0,Established Adults,"(80000, 90000]","(0, 10000]","(10, 15]","(5, 10]"
ID_0266,Female,54157.0,637.0,46994.0,Retired,Widowed,Renter,2.0,8.0,0.0,No,69.0,Retirees,"(50000, 60000]","(40000, 50000]","(5, 10]",
ID_0267,Female,97129.0,470.0,4818.0,Retired,Single,Renter,4.0,8.0,23.0,Yes,47.0,Established Adults,"(90000, 100000]","(0, 10000]","(5, 10]","(20, 25]"
ID_0268,Female,60042.0,655.5333333333333,7349.0,Employed,Divorced,Owner,1.0,16.0,11.4,Yes,65.0,Pre-Retirement,"(60000, 70000]","(0, 10000]","(15, 20]","(10, 15]"
ID_0269,Male,81665.0,442.0,5618.0,Employed,Married,Owner,1.8666666666666667,18.0,22.0,Yes,27.0,Early Career,"(80000, 90000]","(0, 10000]","(15, 20]","(20, 25]"
ID_0270,Female,47376.0,500.0,24875.2,Unemployed,Divorced,Owner,3.0,16.0,28.0,No,47.0,Established Adults,"(40000, 50000]","(20000, 30000]","(15, 20]","(25, 30]"
ID_0271,Female,75554.0,479.0,42624.0,Employed,Married,Owner,4.0,21.0,19.0,No,57.0,Pre-Retirement,"(70000, 80000]","(40000, 50000]","(20, 25]","(15, 20]"
ID_0272,Female,34199.0,580.3333333333334,37344.0,Employed,Divorced,Owner,2.1333333333333333,15.0,0.0,Yes,21.0,Young Adults,"(30000, 40000]","(30000, 40000]","(10, 15]",
ID_0273,Female,70948.0,566.1333333333333,18255.0,Unemployed,Divorced,Renter,1.0,11.0,7.0,No,69.0,Retirees,"(70000, 80000]","(10000, 20000]","(10, 15]","(5, 10]"
ID_0274,Female,93781.0,770.0,24299.0,Unemployed,Divorced,Owner,2.0,2.0,25.0,No,27.0,Early Career,"(90000, 100000]","(20000, 30000]","(0, 5]","(20, 25]"
ID_0275,Male,92750.0,683.0,20828.866666666665,Student,Married,Owner,1.3333333333333333,13.0,22.0,Yes,18.0,,"(90000, 100000]","(20000, 30000]","(10, 15]","(20, 25]"
ID_0276,Female,56724.2,716.0,1462.0,Student,Married,Renter,2.0,16.0,7.0,No,52.0,Pre-Retirement,"(50000, 60000]","(0, 10000]","(15, 20]","(5, 10]"
ID_0277,Female,66600.0,607.0,15905.0,Employed,Married,Renter,0.0,21.0,9.0,Yes,64.0,Pre-Retirement,"(60000, 70000]","(10000, 20000]","(20, 25]","(5, 10]"
ID_0278,Male,96898.0,666.0,24920.0,Retired,Widowed,Renter,3.0,15.0,0.0,Yes,20.0,Young Adults,"(90000, 100000]","(20000, 30000]","(10, 15]",
ID_0279,Female,82483.0,300.0,16252.0,Student,Single,Owner,1.0,20.0,20.0,Yes,18.0,,"(80000, 90000]","(10000, 20000]","(15, 20]","(15, 20]"
ID_0280,Male,38297.0,343.0,41004.0,Student,Married,Owner,0.0,11.0,24.0,No,46.0,Established Adults,"(30000, 40000]","(40000, 50000]","(10, 15]","(20, 25]"
ID_0281,Female,50448.0,397.0,40581.0,Employed,Single,Renter,2.0,23.0,20.0,Yes,65.0,Pre-Retirement,"(50000, 60000]","(40000, 50000]","(20, 25]","(15, 20]"
ID_0282,Male,46172.0,564.0,34836.0,Retired,Married,Owner,2.0,1.0,28.0,No,26.0,Early Career,"(40000, 50000]","(30000, 40000]","(0, 5]","(25, 30]"
ID_0283,Male,62874.0,439.0,5753.0,Unemployed,Married,Owner,3.0,7.0,13.0,No,34.0,Early Career,"(60000, 70000]","(0, 10000]","(5, 10]","(10, 15]"
ID_0284,Female,27657.0,780.0,40005.0,Unemployed,Single,Renter,4.0,11.0,13.0,No,66.0,Retirees,"(20000, 30000]","(40000, 50000]","(10, 15]","(10, 15]"
ID_0285,Female,45425.0,536.0,14175.0,Employed,Single,Renter,4.0,20.0,9.0,No,23.0,Young Adults,"(40000, 50000]","(10000, 20000]","(15, 20]","(5, 10]"
ID_0286,Female,46685.0,371.0,6191.0,Employed,Single,Renter,2.0,15.0,27.0,Yes,43.733333333333334,Established Adults,"(40000, 50000]","(0, 10000]","(10, 15]","(25, 30]"
ID_0287,Male,44578.0,489.0,25760.266666666666,Retired,Married,Renter,4.0,9.133333333333333,18.0,Yes,33.0,Early Career,"(40000, 50000]","(20000, 30000]","(5, 10]","(15, 20]"
ID_0288,Male,48831.0,567.0,18982.0,Employed,Widowed,Renter,1.0,15.0,24.0,No,23.0,Young Adults,"(40000, 50000]","(10000, 20000]","(10, 15]","(20, 25]"
ID_0289,Male,27906.0,620.0,14622.0,Employed,Single,Renter,2.466666666666667,9.0,28.0,Yes,28.0,Early Career,"(20000, 30000]","(10000, 20000]","(5, 10]","(25, 30]"
ID_0290,Female,81413.0,406.0,1001.0,Employed,Widowed,Renter,1.0,19.0,13.266666666666667,No,53.0,Pre-Retirement,"(80000, 90000]","(0, 10000]","(15, 20]","(10, 15]"
ID_0291,Male,74028.0,531.0,23005.466666666667,Retired,Married,Renter,2.0,14.0,12.2,No,38.0,Established Adults,"(70000, 80000]","(20000, 30000]","(10, 15]","(10, 15]"
ID_0292,Male,27287.0,341.0,43000.0,Employed,Single,Owner,2.0,3.0,19.0,Yes,29.0,Early Career,"(20000, 30000]","(40000, 50000]","(0, 5]","(15, 20]"
ID_0293,Female,53660.0,438.0,23283.0,Student,Married,Owner,2.0,14.0,15.0,No,48.0,Established Adults,"(50000, 60000]","(20000, 30000]","(10, 15]","(10, 15]"
ID_0294,Male,95758.0,572.0,21435.0,Retired,Widowed,Owner,3.0,3.0,19.0,Yes,67.0,Retirees,"(90000, 100000]","(20000, 30000]","(0, 5]","(15, 20]"
ID_0295,Male,80504.0,780.0,27223.0,Student,Widowed,Owner,4.0,10.0,26.0,No,26.0,Early Career,"(80000, 90000]","(20000, 30000]","(5, 10]","(25, 30]"
ID_0296,Female,79720.0,715.0,37244.0,Retired,Single,Owner,0.0,5.0,7.0,No,63.0,Pre-Retirement,"(70000, 80000]","(30000, 40000]","(0, 5]","(5, 10]"
ID_0297,Male,54701.0,805.0,30024.0,Student,Widowed,Owner,0.0,3.0,6.0,No,47.0,Established Adults,"(50000, 60000]","(30000, 40000]","(0, 5]","(5, 10]"
ID_0298,Female,37674.0,723.0,49630.0,Retired,Divorced,Owner,2.0,8.0,10.0,No,22.0,Young Adults,"(30000, 40000]","(40000, 50000]","(5, 10]","(5, 10]"
ID_0299,Female,43874.0,706.0,30734.0,Unemployed,Divorced,Owner,4.0,8.0,20.0,Yes,51.0,Pre-Retirement,"(40000, 50000]","(30000, 40000]","(5, 10]","(15, 20]"
ID_0300,Female,63642.0,689.0,515.0,Employed,Single,Owner,1.0,2.0,14.933333333333334,No,20.0,Young Adults,"(60000, 70000]","(0, 10000]","(0, 5]","(10, 15]"
ID_0301,Female,85160.0,641.0,45246.0,Employed,Married,Owner,0.0,22.0,14.0,No,40.0,Established Adults,"(80000, 90000]","(40000, 50000]","(20, 25]","(10, 15]"
ID_0302,Female,37602.0,792.0,1191.0,Retired,Married,Owner,2.0,4.0,13.0,Yes,38.0,Established Adults,"(30000, 40000]","(0, 10000]","(0, 5]","(10, 15]"
ID_0303,Male,45931.0,491.0,32264.0,Student,Married,Renter,0.0,14.0,13.0,No,52.0,Pre-Retirement,"(40000, 50000]","(30000, 40000]","(10, 15]","(10, 15]"
